#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
NC_001134.8	216	asmbl_216	Unigene3316_YT,Unigene3316_YT	orient(a-/s?) align: 288658(613)-289270(1)
NC_001134.8	217	asmbl_217	Unigene3317_YT,Unigene3317_YT	orient(a+/s?) align: 289322(1)-290561(1240)
NC_001134.8	218	asmbl_218	Unigene3318_YT,Unigene3318_YT	orient(a-/s?) align: 290385(1655)-292039(1)
NC_001134.8	219	asmbl_219	Unigene3319_YT,Unigene3319_YT	orient(a+/s?) align: 292254(1)-292790(537)
NC_001134.8	220	asmbl_220	Unigene3320_YT,Unigene3320_YT	orient(a-/s?) align: 292756(1332)-294087(1)
NC_001134.8	221	asmbl_221	Unigene3321_YT,Unigene3322_YT,Unigene3321_YT,Unigene3322_YT	orient(a+/s?) align: 294119(1)-296102(1984)
NC_001134.8	222	asmbl_222	Unigene3323_YT,Unigene3323_YT	orient(a-/s?) align: 296299(1817)-298115(1)
NC_001134.8	223	asmbl_223	Unigene3324_YT,Unigene3324_YT	orient(a+/s?) align: 297937(1)-299989(2053)
NC_001134.8	224	asmbl_224	Unigene3325_YT,Unigene3326_YT,Unigene3325_YT,Unigene3326_YT	orient(a+/s?) align: 301333(1)-304919(3587)
NC_001134.8	225	asmbl_225	Unigene3327_YT,Unigene3327_YT	orient(a-/s?) align: 304588(1467)-306054(1)
NC_001134.8	226	asmbl_226	Unigene3328_YT,Unigene3328_YT	orient(a-/s?) align: 306129(1540)-307668(1)
NC_001134.8	227	asmbl_227	Unigene3329_YT,Unigene3329_YT	orient(a+/s?) align: 307461(1)-308966(1506)
NC_001134.8	228	asmbl_228	Unigene3330_YT,Unigene3330_YT	orient(a-/s?) align: 308808(1554)-310361(1)
NC_001134.8	229	asmbl_229	Unigene3331_YT,Unigene3331_YT	orient(a-/s?) align: 310502(1000)-311501(1)
NC_001134.8	230	asmbl_230	Unigene3332_YT,Unigene3332_YT	orient(a+/s?) align: 311841(1)-314979(3139)
NC_001134.8	231	asmbl_231	Unigene3333_YT,Unigene3333_YT	orient(a-/s?) align: 314889(387)-315275(1)
NC_001134.8	232	asmbl_232	Unigene3334_YT,Unigene3334_YT	orient(a+/s?) align: 315484(1)-316692(1209)
NC_001134.8	233	asmbl_233	Unigene3335_YT,Unigene3335_YT	orient(a+/s?) align: 316934(1)-318022(1089)
NC_001134.8	234	asmbl_234	Unigene3336_YT,Unigene3336_YT	orient(a+/s?) align: 318179(1)-320393(2215)
NC_001134.8	235	asmbl_235	Unigene3337_YT,Unigene3337_YT	orient(a+/s?) align: 324045(1)-324271(227)
NC_001134.8	236	asmbl_236	Unigene3338_YT,Unigene3338_YT	orient(a-/s?) align: 324277(1877)-326153(1)
NC_001134.8	237	asmbl_237	Unigene3339_YT,Unigene3340_YT,Unigene3339_YT,Unigene3340_YT	orient(a+/s?) align: 325994(1)-326876(883)
NC_001134.8	238	asmbl_238	Unigene3341_YT,Unigene3342_YT,Unigene3341_YT,Unigene3342_YT	orient(a+/s?) align: 327419(1)-330335(2917)
NC_001134.8	239	asmbl_239	Unigene3343_YT,Unigene3343_YT	orient(a-/s?) align: 330296(1289)-331584(1)
NC_001134.8	240	asmbl_240	Unigene3344_YT,Unigene3344_YT	orient(a+/s?) align: 331732(1)-332492(761)
NC_001134.8	241	asmbl_241	Unigene3345_YT,Unigene3345_YT	orient(a+/s?) align: 332681(1)-334141(1461)
NC_001134.8	242	asmbl_242	Unigene3346_YT,Unigene3346_YT	orient(a-/s?) align: 334064(2901)-336964(1)
NC_001134.8	243	asmbl_243	Unigene3347_YT,Unigene3347_YT	orient(a-/s?) align: 337193(1127)-338319(1)
NC_001134.8	244	asmbl_244	Unigene3348_YT,Unigene3348_YT	orient(a+/s?) align: 341091(1)-341387(297)
NC_001134.8	245	asmbl_245	Unigene3349_YT,Unigene3350_YT,Unigene3349_YT,Unigene3350_YT	orient(a+/s?) align: 341421(1)-342225(805)
NC_001134.8	246	asmbl_246	Unigene3351_YT,Unigene3351_YT	orient(a+/s?) align: 342525(1)-344687(2163)
NC_001134.8	247	asmbl_247	Unigene3352_YT,Unigene3352_YT	orient(a-/s?) align: 344503(2938)-347440(1)
NC_001134.8	248	asmbl_248	Unigene3353_YT,Unigene3353_YT	orient(a+/s?) align: 347630(1)-347832(203)
NC_001134.8	249	asmbl_249	Unigene3354_YT,Unigene3355_YT,Unigene3354_YT,Unigene3355_YT	orient(a+/s?) align: 347809(1)-350646(2838)
NC_001134.8	250	asmbl_250	Unigene3357_YT,Unigene3357_YT	orient(a-/s?) align: 351827(1590)-353416(1)
NC_001134.8	251	asmbl_251	Unigene3359_YT,Unigene3359_YT	orient(a-/s?) align: 356083(4261)-360343(1)
NC_001134.8	252	asmbl_252	Unigene3360_YT,Unigene3360_YT	orient(a-/s?) align: 360588(2045)-362632(1)
NC_001134.8	253	asmbl_253	Unigene3361_YT,Unigene3361_YT	orient(a+/s?) align: 362802(1)-364582(1781)
NC_001134.8	254	asmbl_254	Unigene3362_YT,Unigene3362_YT	orient(a-/s?) align: 364584(1206)-365789(1)
NC_001134.8	255	asmbl_255	Unigene3363_YT,Unigene3363_YT	orient(a-/s?) align: 365860(741)-366600(1)
NC_001134.8	256	asmbl_256	Unigene3364_YT,Unigene3364_YT	orient(a+/s?) align: 366772(1)-366992(221)
NC_001134.8	257	asmbl_257	Unigene3365_YT,Unigene3365_YT	orient(a-/s?) align: 366970(1215)-368184(1)
NC_001134.8	258	asmbl_258	Unigene3366_YT,Unigene3366_YT	orient(a-/s?) align: 368584(1173)-369756(1)
NC_001134.8	259	asmbl_259	Unigene3367_YT,Unigene3368_YT,Unigene3369_YT,Unigene3370_YT,Unigene3367_YT,Unigene3368_YT,Unigene3369_YT,Unigene3370_YT	orient(a+/s?) align: 369922(1)-373744(3823)
NC_001134.8	260	asmbl_260	Unigene3371_YT,Unigene3371_YT	orient(a+/s?) align: 378454(1)-378895(442)
NC_001134.8	261	asmbl_261	Unigene3372_YT,Unigene3373_YT,Unigene3372_YT,Unigene3373_YT	orient(a+/s?) align: 379073(1)-380135(1063)
NC_001134.8	262	asmbl_262	Unigene3374_YT,Unigene3374_YT	orient(a+/s?) align: 380231(1)-381328(1098)
NC_001134.8	263	asmbl_263	Unigene3376_YT,Unigene3375_YT,Unigene3376_YT	orient(a-/s?) align: 381342(1629)-382970(1)
NC_001134.8	264	asmbl_264	Unigene3377_YT,Unigene3377_YT	orient(a+/s?) align: 383137(1)-386162(3026)
NC_001134.8	265	asmbl_265	Unigene3378_YT,Unigene3378_YT	orient(a+/s?) align: 386281(1)-389297(3017)
NC_001134.8	266	asmbl_266	Unigene3379_YT,Unigene3379_YT	orient(a-/s?) align: 390183(275)-390457(1)
NC_001134.8	267	asmbl_267	Unigene3380_YT,Unigene3381_YT,Unigene3380_YT,Unigene3381_YT	orient(a+/s?) align: 390440(1)-390929(490)
NC_001134.8	268	asmbl_268	Unigene3382_YT,Unigene3383_YT,Unigene3384_YT,Unigene3382_YT,Unigene3383_YT,Unigene3384_YT	orient(a-/s?) align: 390981(1821)-392801(1)
NC_001134.8	269	asmbl_269	Unigene3385_YT,Unigene3385_YT	orient(a+/s?) align: 392947(1)-395359(2413)
NC_001134.8	270	asmbl_270	Unigene3386_YT,Unigene3387_YT,Unigene3386_YT,Unigene3387_YT	orient(a+/s?) align: 401114(1)-405382(4269)
NC_001134.8	271	asmbl_271	Unigene3388_YT,Unigene3388_YT	orient(a+/s?) align: 405991(1)-406267(277)
NC_001134.8	272	asmbl_272	Unigene3389_YT,Unigene3389_YT	orient(a-/s?) align: 406422(867)-407288(1)
NC_001134.8	273	asmbl_273	Unigene3390_YT,Unigene3391_YT,Unigene3392_YT,Unigene3390_YT,Unigene3391_YT,Unigene3392_YT	orient(a+/s?) align: 407502(1)-408630(1129)
NC_001134.8	274	asmbl_274	Unigene3393_YT,Unigene3394_YT,Unigene3395_YT,Unigene3393_YT,Unigene3394_YT,Unigene3395_YT	orient(a+/s?) align: 408742(1)-410771(2030)
NC_001134.8	275	asmbl_275	Unigene3396_YT,Unigene3396_YT	orient(a+/s?) align: 411040(1)-414136(3097)
NC_001134.8	276	asmbl_276	Unigene3397_YT,Unigene3397_YT	orient(a-/s?) align: 414153(1342)-415494(1)
NC_001134.8	277	asmbl_277	Unigene3398_YT,Unigene3398_YT	orient(a+/s?) align: 415825(1)-417153(1329)
NC_001134.8	278	asmbl_278	Unigene3400_YT,Unigene3400_YT	orient(a+/s?) align: 418317(1)-418646(330)
NC_001134.8	279	asmbl_279	Unigene3401_YT,Unigene3401_YT	orient(a-/s?) align: 418569(781)-419349(1)
NC_001134.8	280	asmbl_280	Unigene3402_YT,Unigene3402_YT	orient(a+/s?) align: 419391(1)-419576(186)
NC_001134.8	281	asmbl_281	Unigene3403_YT,Unigene3404_YT,Unigene3403_YT,Unigene3404_YT	orient(a+/s?) align: 419537(1)-420136(600)
NC_001134.8	282	asmbl_282	Unigene3405_YT,Unigene3405_YT	orient(a-/s?) align: 420073(3288)-423360(1)
NC_001134.8	283	asmbl_283	Unigene3406_YT,Unigene3406_YT	orient(a+/s?) align: 423515(1)-423791(277)
NC_001134.8	284	asmbl_284	Unigene3407_YT,Unigene3407_YT	orient(a+/s?) align: 423754(1)-424891(1138)
NC_001134.8	285	asmbl_285	Unigene3408_YT,Unigene3408_YT	orient(a-/s?) align: 424883(1007)-425889(1)
NC_001134.8	286	asmbl_286	Unigene3409_YT,Unigene3409_YT	orient(a-/s?) align: 425973(517)-426489(1)
NC_001134.8	287	asmbl_287	Unigene3410_YT,Unigene3411_YT,Unigene3412_YT,Unigene3410_YT,Unigene3411_YT,Unigene3412_YT	orient(a-/s?) align: 429482(1741)-431222(1)
NC_001134.8	288	asmbl_288	Unigene3413_YT,Unigene3413_YT	orient(a+/s?) align: 431926(1)-434385(2460)
NC_001134.8	289	asmbl_289	Unigene3414_YT,Unigene3414_YT	orient(a-/s?) align: 434320(1419)-435738(1)
NC_001134.8	290	asmbl_290	Unigene3415_YT,Unigene3416_YT,Unigene3415_YT,Unigene3416_YT	orient(a+/s?) align: 435904(1)-436787(884)
NC_001134.8	291	asmbl_291	Unigene3417_YT,Unigene3417_YT	orient(a+/s?) align: 436852(1)-441315(4464)
NC_001134.8	292	asmbl_292	Unigene3418_YT,Unigene3418_YT	orient(a-/s?) align: 443821(873)-444693(1)
NC_001134.8	293	asmbl_293	Unigene3419_YT,Unigene3419_YT	orient(a+/s?) align: 447534(1)-449449(1916)
NC_001134.8	294	asmbl_294	Unigene3420_YT,Unigene3420_YT	orient(a+/s?) align: 449538(1)-450839(1302)
NC_001134.8	295	asmbl_295	Unigene3421_YT,Unigene3421_YT	orient(a-/s?) align: 450688(1413)-452100(1)
NC_001134.8	296	asmbl_296	Unigene3422_YT,CL152Contig1_YT,Unigene3422_YT	orient(a-/s?) align: 453302(4477)-457778(1)
NC_001134.8	297	asmbl_297	Unigene3423_YT,Unigene3423_YT	orient(a-/s?) align: 457701(706)-458406(1)
NC_001134.8	298	asmbl_298	Unigene3424_YT,Unigene3424_YT	orient(a+/s?) align: 458614(1)-460342(1729)
NC_001134.8	299	asmbl_299	Unigene3425_YT,Unigene3425_YT	orient(a-/s?) align: 460271(575)-460845(1)
NC_001134.8	300	asmbl_300	Unigene3426_YT,Unigene3426_YT	orient(a-/s?) align: 460893(1090)-461982(1)
NC_001134.8	301	asmbl_301	Unigene3427_YT,Unigene3427_YT	orient(a+/s?) align: 462098(1)-462746(649)
NC_001134.8	302	asmbl_302	Unigene3429_YT,Unigene3429_YT	orient(a+/s?) align: 465973(1)-467033(1061)
NC_001134.8	303	asmbl_303	Unigene3430_YT,Unigene3430_YT	orient(a+/s?) align: 467016(1)-469790(2775)
NC_001134.8	304	asmbl_304	Unigene3431_YT,Unigene3431_YT	orient(a-/s?) align: 469629(4451)-474079(1)
NC_001134.8	305	asmbl_305	Unigene3432_YT,Unigene3432_YT	orient(a+/s?) align: 474058(1)-474278(221)
NC_001134.8	306	asmbl_306	Unigene3434_YT,Unigene3435_YT,Unigene3433_YT,Unigene3434_YT,Unigene3435_YT	orient(a+/s?) align: 474295(1)-476909(2615)
NC_001134.8	307	asmbl_307	Unigene3437_YT,Unigene3437_YT	orient(a+/s?) align: 477573(1)-479269(1697)
NC_001134.8	308	asmbl_308	Unigene3438_YT,Unigene3438_YT	orient(a+/s?) align: 479268(1)-480498(1231)
NC_001134.8	309	asmbl_309	Unigene3439_YT,Unigene3439_YT	orient(a-/s?) align: 480277(811)-481087(1)
NC_001134.8	310	asmbl_310	Unigene3440_YT,Unigene3440_YT	orient(a-/s?) align: 481194(2431)-483624(1)
NC_001134.8	311	asmbl_311	Unigene3441_YT,Unigene3441_YT	orient(a-/s?) align: 483700(844)-484543(1)
NC_001134.8	312	asmbl_312	Unigene3442_YT,Unigene3442_YT	orient(a-/s?) align: 484531(2330)-486860(1)
NC_001134.8	313	asmbl_313	Unigene3443_YT,Unigene3444_YT,Unigene3443_YT,Unigene3444_YT	orient(a+/s?) align: 486984(1)-488684(1701)
NC_001134.8	314	asmbl_314	Unigene3445_YT,Unigene3446_YT,Unigene3445_YT,Unigene3446_YT	orient(a+/s?) align: 488673(1)-490879(2207)
NC_001134.8	315	asmbl_315	Unigene3447_YT,Unigene3447_YT	orient(a+/s?) align: 490811(1)-491197(387)
NC_001134.8	316	asmbl_316	Unigene3448_YT,Unigene3448_YT	orient(a-/s?) align: 491127(1764)-492890(1)
NC_001134.8	317	asmbl_317	Unigene3449_YT,Unigene3449_YT	orient(a-/s?) align: 492986(1207)-494192(1)
NC_001134.8	318	asmbl_318	Unigene3450_YT,Unigene3450_YT	orient(a-/s?) align: 494217(1177)-495393(1)
NC_001134.8	319	asmbl_319	Unigene3451_YT,Unigene3451_YT	orient(a-/s?) align: 495477(1462)-496938(1)
NC_001134.8	320	asmbl_320	Unigene3452_YT,Unigene3452_YT	orient(a+/s?) align: 497134(1)-499529(2396)
NC_001134.8	321	asmbl_321	Unigene3454_YT,Unigene3455_YT,Unigene3456_YT,Unigene3454_YT,Unigene3455_YT,Unigene3456_YT	orient(a+/s?) align: 504575(1)-512774(8200)
NC_001134.8	322	asmbl_322	Unigene3457_YT,Unigene3457_YT	orient(a-/s?) align: 513650(1776)-515425(1)
NC_001134.8	323	asmbl_323	Unigene3458_YT,Unigene3458_YT	orient(a+/s?) align: 515650(1)-517372(1723)
NC_001134.8	324	asmbl_324	Unigene3459_YT,Unigene3459_YT	orient(a-/s?) align: 517208(9421)-526628(1)
NC_001134.8	325	asmbl_325	Unigene3460_YT,Unigene3460_YT	orient(a+/s?) align: 527137(1)-527564(428)
NC_001134.8	326	asmbl_326	Unigene3461_YT,Unigene3461_YT	orient(a+/s?) align: 528202(1)-530816(2615)
NC_001134.8	327	asmbl_327	Unigene3462_YT,Unigene3462_YT	orient(a-/s?) align: 530644(1628)-532271(1)
NC_001134.8	328	asmbl_328	Unigene3463_YT,Unigene3464_YT,Unigene3463_YT,Unigene3464_YT	orient(a+/s?) align: 532481(1)-533452(972)
NC_001134.8	329	asmbl_329	Unigene3465_YT,CL61Contig1_YT,Unigene3465_YT	orient(a-/s?) align: 533705(1302)-535006(1)
NC_001134.8	330	asmbl_330	Unigene3466_YT,Unigene3466_YT	orient(a+/s?) align: 535188(1)-536534(1347)
NC_001134.8	331	asmbl_331	Unigene3467_YT,Unigene3467_YT	orient(a+/s?) align: 536544(1)-537081(538)
NC_001134.8	332	asmbl_332	Unigene3468_YT,Unigene3468_YT	orient(a+/s?) align: 537177(1)-537562(386)
NC_001134.8	333	asmbl_333	Unigene3469_YT,Unigene3470_YT,Unigene3471_YT,Unigene3469_YT,Unigene3470_YT,Unigene3471_YT	orient(a+/s?) align: 537709(1)-541242(3534)
NC_001134.8	334	asmbl_334	Unigene3473_YT,Unigene3473_YT	orient(a+/s?) align: 544882(1)-546157(1276)
NC_001134.8	335	asmbl_335	Unigene3474_YT,Unigene3474_YT	orient(a+/s?) align: 546187(1)-547251(1065)
NC_001134.8	336	asmbl_336	Unigene3475_YT,Unigene3475_YT	orient(a-/s?) align: 548254(864)-549117(1)
NC_001134.8	337	asmbl_337	Unigene3476_YT,Unigene3476_YT	orient(a-/s?) align: 549103(464)-549566(1)
NC_001134.8	338	asmbl_338	Unigene3477_YT,Unigene3477_YT	orient(a+/s?) align: 549674(1)-551280(1607)
NC_001134.8	339	asmbl_339	Unigene3478_YT,Unigene3478_YT	orient(a-/s?) align: 551012(2308)-553319(1)
NC_001134.8	340	asmbl_340	Unigene3479_YT,Unigene3480_YT,Unigene3479_YT,Unigene3480_YT	orient(a+/s?) align: 553531(1)-556301(2771)
NC_001134.8	341	asmbl_341	Unigene3481_YT,Unigene3481_YT	orient(a+/s?) align: 556286(1)-558385(2100)
NC_001134.8	342	asmbl_342	Unigene3482_YT,Unigene3482_YT	orient(a+/s?) align: 558621(1)-559795(1175)
NC_001134.8	343	asmbl_343	Unigene3483_YT,Unigene3483_YT	orient(a+/s?) align: 559944(1)-561202(1259)
NC_001134.8	344	asmbl_344	Unigene3484_YT,Unigene3485_YT,Unigene3484_YT,Unigene3485_YT	orient(a+/s?) align: 561254(1)-563034(1781)
NC_001134.8	345	asmbl_345	Unigene3486_YT,Unigene3486_YT	orient(a-/s?) align: 563082(1782)-564863(1)
NC_001134.8	346	asmbl_346	Unigene3487_YT,Unigene3487_YT	orient(a+/s?) align: 564849(1)-565607(759)
NC_001134.8	347	asmbl_347	Unigene3488_YT,Unigene3488_YT	orient(a+/s?) align: 565622(1)-567740(2119)
NC_001134.8	348	asmbl_348	Unigene3489_YT,Unigene3489_YT	orient(a-/s?) align: 567473(1089)-568561(1)
NC_001134.8	349	asmbl_349	Unigene3490_YT,Unigene3490_YT	orient(a+/s?) align: 568760(1)-569830(1071)
NC_001134.8	350	asmbl_350	Unigene3491_YT,Unigene3491_YT	orient(a-/s?) align: 569724(1520)-571243(1)
NC_001134.8	351	asmbl_351	Unigene3492_YT,Unigene3493_YT,Unigene3492_YT,Unigene3493_YT	orient(a+/s?) align: 571379(1)-573832(2454)
NC_001134.8	352	asmbl_352	Unigene3494_YT,Unigene3494_YT	orient(a-/s?) align: 573744(2253)-575996(1)
NC_001134.8	353	asmbl_353	Unigene3495_YT,Unigene3495_YT	orient(a-/s?) align: 576344(1868)-578211(1)
NC_001134.8	354	asmbl_354	Unigene3496_YT,Unigene3496_YT	orient(a+/s?) align: 578315(1)-579104(790)
NC_001134.8	355	asmbl_355	Unigene3497_YT,Unigene3497_YT	orient(a-/s?) align: 579014(2488)-581501(1)
NC_001134.8	356	asmbl_356	Unigene3498_YT,Unigene3498_YT	orient(a-/s?) align: 581485(737)-582221(1)
NC_001134.8	357	asmbl_357	Unigene3499_YT,Unigene3499_YT	orient(a+/s?) align: 582336(1)-583450(1115)
NC_001134.8	358	asmbl_358	Unigene3500_YT,Unigene3500_YT	orient(a+/s?) align: 583615(1)-584870(1256)
NC_001134.8	359	asmbl_359	Unigene3501_YT,Unigene3501_YT	orient(a-/s?) align: 584644(1801)-586444(1)
NC_001134.8	360	asmbl_360	Unigene3502_YT,Unigene3502_YT	orient(a-/s?) align: 586435(3058)-589492(1)
NC_001134.8	361	asmbl_361	Unigene3503_YT,Unigene3504_YT,Unigene3503_YT,Unigene3504_YT	orient(a+/s?) align: 589397(1)-591387(1991)
NC_001134.8	362	asmbl_362	Unigene3505_YT,Unigene3505_YT	orient(a-/s?) align: 591660(1222)-592881(1)
NC_001134.8	363	asmbl_363	Unigene3506_YT,Unigene3507_YT,Unigene3508_YT,Unigene3506_YT,Unigene3507_YT,Unigene3508_YT	orient(a+/s?) align: 593170(1)-595189(2020)
NC_001134.8	364	asmbl_364	Unigene3509_YT,Unigene3509_YT	orient(a+/s?) align: 595290(1)-597059(1770)
NC_001134.8	365	asmbl_365	Unigene3510_YT,Unigene3510_YT	orient(a+/s?) align: 597316(1)-599050(1735)
NC_001134.8	366	asmbl_366	Unigene3511_YT,Unigene3511_YT	orient(a-/s?) align: 598943(1093)-600035(1)
NC_001134.8	367	asmbl_367	Unigene3512_YT,Unigene3512_YT	orient(a+/s?) align: 600676(1)-600938(263)
NC_001134.8	368	asmbl_368	Unigene3513_YT,Unigene3514_YT,Unigene3513_YT,Unigene3514_YT	orient(a+/s?) align: 601085(1)-602350(1266)
NC_001134.8	369	asmbl_369	Unigene3515_YT,Unigene3516_YT,Unigene3515_YT,Unigene3516_YT	orient(a+/s?) align: 602505(1)-604206(1702)
NC_001134.8	370	asmbl_370	Unigene3517_YT,Unigene3517_YT	orient(a+/s?) align: 604454(1)-605734(1281)
NC_001134.8	371	asmbl_371	Unigene3518_YT,Unigene3518_YT	orient(a+/s?) align: 605751(1)-606037(287)
NC_001134.8	372	asmbl_372	Unigene3519_YT,Unigene3519_YT	orient(a+/s?) align: 607451(1)-609035(1585)
NC_001134.8	373	asmbl_373	Unigene3520_YT,Unigene3520_YT	orient(a-/s?) align: 608677(1252)-609928(1)
NC_001134.8	374	asmbl_374	Unigene3521_YT,Unigene3521_YT	orient(a+/s?) align: 609897(1)-610692(796)
NC_001134.8	375	asmbl_375	Unigene3522_YT,Unigene3522_YT	orient(a-/s?) align: 610479(1404)-611882(1)
NC_001134.8	376	asmbl_376	Unigene3523_YT,Unigene3523_YT	orient(a-/s?) align: 612236(1665)-613900(1)
NC_001134.8	377	asmbl_377	Unigene3524_YT,Unigene3524_YT	orient(a+/s?) align: 614323(1)-614832(510)
NC_001134.8	378	asmbl_378	Unigene3525_YT,Unigene3525_YT	orient(a+/s?) align: 615797(1)-616146(350)
NC_001134.8	379	asmbl_379	Unigene3526_YT,Unigene3526_YT	orient(a-/s?) align: 616101(2501)-618601(1)
NC_001134.8	380	asmbl_380	Unigene3527_YT,Unigene3527_YT	orient(a+/s?) align: 618790(1)-620488(1699)
NC_001134.8	381	asmbl_381	Unigene3528_YT,Unigene3528_YT	orient(a+/s?) align: 620767(1)-622749(1983)
NC_001134.8	382	asmbl_382	Unigene3529_YT,Unigene3530_YT,Unigene3529_YT,Unigene3530_YT	orient(a+/s?) align: 623441(1)-625126(1686)
NC_001134.8	383	asmbl_383	Unigene3531_YT,Unigene3531_YT	orient(a-/s?) align: 625136(260)-625395(1)
NC_001134.8	384	asmbl_384	Unigene3532_YT,Unigene3532_YT	orient(a-/s?) align: 631982(1468)-633449(1)
NC_001134.8	385	asmbl_385	Unigene3533_YT,Unigene3533_YT	orient(a-/s?) align: 636575(6095)-642669(1)
NC_001134.8	386	asmbl_386	Unigene3534_YT,Unigene3534_YT	orient(a+/s?) align: 642632(1)-643001(370)
NC_001134.8	387	asmbl_387	Unigene3535_YT,Unigene3535_YT	orient(a+/s?) align: 643258(1)-643556(299)
NC_001134.8	388	asmbl_388	Unigene3536_YT,Unigene3536_YT	orient(a+/s?) align: 645308(1)-646077(770)
NC_001134.8	389	asmbl_389	Unigene3537_YT,Unigene3537_YT	orient(a-/s?) align: 646142(1104)-647245(1)
NC_001134.8	390	asmbl_390	Unigene3538_YT,Unigene3538_YT	orient(a+/s?) align: 647449(1)-650121(2673)
NC_001134.8	391	asmbl_391	Unigene3539_YT,Unigene3539_YT	orient(a+/s?) align: 650248(1)-651192(945)
NC_001134.8	392	asmbl_392	Unigene3540_YT,Unigene3540_YT	orient(a-/s?) align: 651230(1608)-652837(1)
NC_001134.8	393	asmbl_393	Unigene3541_YT,Unigene3541_YT	orient(a+/s?) align: 653267(1)-655713(2447)
NC_001134.8	394	asmbl_394	Unigene3542_YT,Unigene3542_YT	orient(a-/s?) align: 655315(2386)-657700(1)
NC_001134.8	395	asmbl_395	Unigene3543_YT,Unigene3543_YT	orient(a+/s?) align: 657742(1)-658682(941)
NC_001134.8	396	asmbl_396	Unigene3544_YT,Unigene3544_YT	orient(a-/s?) align: 658590(3956)-662545(1)
NC_001134.8	397	asmbl_397	Unigene3545_YT,Unigene3545_YT	orient(a-/s?) align: 662995(1683)-664677(1)
NC_001134.8	398	asmbl_398	Unigene3546_YT,Unigene3546_YT	orient(a+/s?) align: 670471(1)-673558(3088)
NC_001134.8	399	asmbl_399	Unigene3547_YT,Unigene3547_YT	orient(a-/s?) align: 673454(1929)-675382(1)
NC_001134.8	400	asmbl_400	Unigene3548_YT,Unigene3548_YT	orient(a+/s?) align: 675250(1)-676322(1073)
NC_001134.8	401	asmbl_401	Unigene3549_YT,Unigene3549_YT	orient(a-/s?) align: 676160(3086)-679245(1)
NC_001134.8	402	asmbl_402	Unigene3550_YT,Unigene3550_YT	orient(a-/s?) align: 679425(737)-680161(1)
NC_001134.8	403	asmbl_403	Unigene3551_YT,Unigene3551_YT	orient(a+/s?) align: 680284(1)-680666(383)
NC_001134.8	404	asmbl_404	Unigene3552_YT,Unigene3552_YT	orient(a-/s?) align: 680605(1258)-681862(1)
NC_001134.8	405	asmbl_405	Unigene3553_YT,Unigene3553_YT	orient(a-/s?) align: 682043(1105)-683147(1)
NC_001134.8	406	asmbl_406	Unigene3554_YT,Unigene3555_YT,Unigene3554_YT,Unigene3555_YT	orient(a+/s?) align: 683184(1)-684832(1649)
NC_001134.8	407	asmbl_407	Unigene3556_YT,Unigene3556_YT	orient(a+/s?) align: 684864(1)-685500(637)
NC_001134.8	408	asmbl_408	Unigene3557_YT,Unigene3557_YT	orient(a-/s?) align: 685382(1244)-686625(1)
NC_001134.8	409	asmbl_409	Unigene3558_YT,Unigene3558_YT	orient(a+/s?) align: 686820(1)-690355(3536)
NC_001134.8	410	asmbl_410	Unigene3559_YT,Unigene3559_YT	orient(a-/s?) align: 689952(1828)-691779(1)
NC_001134.8	411	asmbl_411	Unigene3560_YT,Unigene3560_YT	orient(a+/s?) align: 691908(1)-694598(2691)
NC_001134.8	412	asmbl_412	Unigene3561_YT,Unigene3561_YT	orient(a-/s?) align: 694632(2767)-697398(1)
NC_001134.8	413	asmbl_413	Unigene3562_YT,Unigene3562_YT	orient(a+/s?) align: 697842(1)-698083(242)
NC_001134.8	414	asmbl_414	Unigene3563_YT,Unigene3564_YT,Unigene3563_YT,Unigene3564_YT	orient(a+/s?) align: 698109(1)-700078(1970)
NC_001134.8	415	asmbl_415	CL298Contig1_YT,Unigene3565_YT,CL298Contig1_YT,Unigene3565_YT	orient(a+/s?) align: 700261(1)-701957(1697)
NC_001134.8	416	asmbl_416	Unigene3566_YT,Unigene3567_YT,Unigene3566_YT,Unigene3567_YT	orient(a+/s?) align: 702537(1)-704408(1872)
NC_001134.8	417	asmbl_417	Unigene3568_YT,Unigene3568_YT	orient(a+/s?) align: 704496(1)-705540(1045)
NC_001134.8	418	asmbl_418	Unigene3569_YT,Unigene3569_YT	orient(a-/s?) align: 705268(1558)-706825(1)
NC_001134.8	419	asmbl_419	Unigene3570_YT,Unigene3570_YT	orient(a+/s?) align: 706948(1)-707321(374)
NC_001134.8	420	asmbl_420	Unigene3571_YT,Unigene3571_YT	orient(a+/s?) align: 707305(1)-708119(815)
NC_001134.8	421	asmbl_421	Unigene3572_YT,Unigene3572_YT	orient(a-/s?) align: 707919(3482)-711400(1)
NC_001134.8	422	asmbl_422	Unigene3574_YT,Unigene3574_YT	orient(a-/s?) align: 712815(1758)-714572(1)
NC_001134.8	423	asmbl_423	Unigene3575_YT,Unigene3575_YT	orient(a-/s?) align: 714606(2049)-716654(1)
NC_001134.8	424	asmbl_424	Unigene3576_YT,Unigene3576_YT	orient(a-/s?) align: 716722(1365)-718086(1)
NC_001134.8	425	asmbl_425	Unigene3577_YT,Unigene3577_YT	orient(a+/s?) align: 718436(1)-720584(2149)
NC_001134.8	426	asmbl_426	Unigene3578_YT,Unigene3578_YT	orient(a+/s?) align: 721298(1)-722459(1162)
